PlayerName;Pos;Team;TacklesTot;TacklesAst;TacklesSck;TacklesTfl;TurnoverInt;TurnoverFrcFum;TurnoverFumRec;ScoreIntTd;ScoreFumTd;ScoreBlkTd;ScoreSaf;ScoreDef2ptRet;Blk;PDef;QBHit;ReturnIntYds;ReturnFumYds;TotalPoints;Rank
Demetrius Flannigan-Fowles;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;382
Reggie Floyd;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;383
Mike Ford;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;384
Kavon Frazier;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;385
Jordan Fuller;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;386
Kristian Fulton;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;387
E.J. Gaines;DB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;388
Malik Gant;DB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;389
Clayton Geathers;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;390
Jake Gervase;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;391
Alohi Gilman;DB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;392
Jeff Gladney;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;393
A.J. Green;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;394
Javon Hagan;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;395
Bryce Hall;DB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;396
Deiondre' Hall;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;397
Kemon Hall;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;398
Tyler Hall;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;399
Harrison Hand;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;400
Duron Harmon;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;401
Madre Harper;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;402
Tim Harris;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;403
Myles Hartsfield;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;404
Dominique Hatfield;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;405
Jaylinn Hawkins;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;406
Josh Hawkins;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;407
Jeff Heath;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;408
Jeff Hector;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;409
Amari Henderson;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;410
C.J. Henderson;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;411
Gavin Heslop;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;412
Lavert Hill;DB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;413
Alijah Holder;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;414
Ka'Dar Hollman;DB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;415
Darnay Holmes;DB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;416
Jameson Houston;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;417
JuJu Hughes;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;418
Micah Hyde;DB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;419
Noah Igbinoghene;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;420
Kemal Ishmael;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;421
Chris Jackson;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;422
Dane Jackson;DB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;423
Kareem Jackson;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;424
Mike Jackson;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;425
Michael Jacquet;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;426
Tony Jefferson;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;427
Malcolm Jenkins;DB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;428
Chris Johnson;DB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;429
Isaiah Johnson;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;430
Jaylon Johnson;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;431
John Johnson;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;432
Trumaine Johnson;DB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;433
Brandon Jones;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;434
Colin Jones;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;435
Cyrus Jones;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;436
Reshad Jones;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;437
Harold Jones-Quartey;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;438
Johnathan Joseph;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;439
Michael Joseph;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;440
Jalen Julius;DB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;441
Damontae Kazee;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;442
Jermaine Kelly;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;443
Bopete Keyes;DB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;444
D.J. Killings;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;445
Derrick Kindred;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;446
Akeem King;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;447
Tyree Kinnel;DB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;448
Dre Kirkpatrick;DB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;449
Jaquarius Landrews;DB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;450
Cam Lewis;DB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;451
Donnie Lewis;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;452
Zane Lewis;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;453
P.J. Locke;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;454
Jordan Lucas;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;455
Cole Luke;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;456
Dylan Mabin;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;457
Dean Marlowe;DB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;458
Tray Matthews;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;459
Arthur Maulet;DB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;460
Jared Mayden;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;461
Bradley McDougald;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;462
Tyrique McGhee;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;463
Kevin McGill;DB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;464
Xavier McKinney;DB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;465
Mark McLaurin;DB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;466
Sherrick McManis;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;467
Montrel Meander;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;468
Quenton Meeks;DB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;469
Obi Melifonwu;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;470
Josh Metellus;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;471
Rontez Miles;DB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;472
Chris Miller;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;473
Herb Miller;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;474
Chris Milton;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;475
Jovante Moffatt;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;476
Parnell Motley;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;477
Eric Murray;DB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;478
Tanner Muse;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;479
Alexander Myres;DB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;480
Kai Nacua;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;481
Keanu Neal;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;482
Ryan Neal;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;483
Nick Nelson;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;484
Picasso Nelson;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;485
Deatrick Nichols;DB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;486
Josh Norwood;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;487
Michael Ojemudia;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;488
Jeff Okudah;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;489
Donovan Olumba;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;490
Jonathan Owens;DB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;491
Will Parks;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;492
Adarius Pickett;DB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;493
James Pierre;DB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;494
Lenzy Pipkins;DB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;495
Lafayette Pitts;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;496
Jackson Porter;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;497
Tyvis Powell;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;498
Bobby Price;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;499
Troy Pride;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;500
Damarious Randall;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;501
Keith Reaser;DB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;502
C.J. Reavis;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;503
J.R. Reed;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;504
Kalan Reed;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;505
Travis Reed;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;506
Eric Reid;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;507
John Reid;DB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;508
Justin Reid;DB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;509
Debione Renfro;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;510
Curtis Riley;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;511
Elijah Riley;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;512
Tre Roberson;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;513
Amik Robertson;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;514
Kenny Robinson;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;515
Reggie Robinson II;DB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;516
Isaiah Rodgers;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;517
Dominique Rodgers-Cromartie;DB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;518
Winston Rose;DB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;519
D'Angelo Ross;DB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;520
Donald Rutledge;DB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;521
Logan Ryan;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;522
Stanford Samuels III;DB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;523
Marcus Sayles;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;524
Josiah Scott;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;525
Vernon Scott;DB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;526
Andrew Sendejo;DB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;527
Coty Sensabaugh;DB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;528
Duke Shelley;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;529
Sojourn Shelton;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;530
Marcus Sherels;DB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;531
Kemah Siverand;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;532
Kahani Smith;DB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;533
Prince Smith;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;534
Saivion Smith;DB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;535
Tye Smith;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;536
Fish Smithson;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;537
L'Jarius Sneed;DB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;538
Arrion Springs;DB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;539
Jayson Stanley;DB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;540
Darian Stewart;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;541
Orion Stewart;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;542
Geno Stone;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;543
Greg Stroman;DB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;544
Will Sunderland;DB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;545
Teez Tabor;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;546
Aqib Talib;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;547
Cordrea Tankersley;DB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;548
Jaquiski Tartt;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;549
Jamar Taylor;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;550
Levonta Taylor;DB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;551
A.J. Terrell;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;552
Jacob Thieneman;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;553
Daniel Thomas;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;554
Duke Thomas;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;555
Michael Thomas;DB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;556
Stantley Thomas-Oliver;DB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;557
Darian Thompson;DB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;558
Brynden Trawick;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;559
Kenny Vaccaro;DB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;560
Donte Vaughn;DB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;561
Jason Verrett;DB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;562
Kindle Vildor;DB;CHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;563
Dee Virgin;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;564
K'Von Wallace;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;565
Nigel Warrior;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;566
Keith Washington;DB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;567
B.W. Webb;DB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;568
Kayvon Webster;DB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;569
Chris Westry;DB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;570
D.J. White;DB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;571
Javin White;DB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;572
Jace Whittaker;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;573
J.J. Wilcox;DB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;574
Brandon Williams;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;575
Jarren Williams;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;576
Kobe Williams;DB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;577
Shawn Williams;DB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;578
Tramon Williams;DB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;579
Trevor Williams;DB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;580
Chris Williamson;DB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;581
Bejour Wilson;DB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;582
Brandon Wilson;DB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;583
Tavon Wilson;DB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;584
Antoine Winfield Jr.;DB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;585
Daryl Worley;DB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;586
Tavon Young;DB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;587
