PlayerName;Pos;Team;TacklesTot;TacklesAst;TacklesSck;TacklesTfl;TurnoverInt;TurnoverFrcFum;TurnoverFumRec;ScoreIntTd;ScoreFumTd;ScoreBlkTd;ScoreSaf;ScoreDef2ptRet;Blk;PDef;QBHit;ReturnIntYds;ReturnFumYds;TotalPoints;Rank
Keishawn Bierria;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;237
Asmar Bilal;LB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;238
Daniel Bituli;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;239
Curtis Bolton;LB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;240
Nigel Bradham;LB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;241
Shaun Bradley;LB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;242
Jordan Brailford;LB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;243
Jordyn Brooks;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;244
Kentrell Brothers;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;245
Cameron Brown;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;246
Preston Brown;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;247
T.J. Brunson;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;248
Deone Bucannon;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;249
Vontaze Burfict;LB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;250
Jake Carlock;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;251
Malik Carney;LB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;252
Josh Carraway;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;253
K'Lavon Chaisson;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;254
Anthony Chickillo;LB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;255
Cole Christiansen;LB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;256
Jadeveon Clowney;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;257
Omari Cobb;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;258
Te'Von Coney;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;259
Carter Coughlin;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;260
Tre' Crawford;LB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;261
Tae Crowder;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;262
Akeem Davis-Gaither;LB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;263
Noah Dawkins;LB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;264
Michael Divinity;LB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;265
Tyrel Dodson;LB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;266
Kendall Donnerson;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;267
Andrew Dowell;LB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;268
Devante Downs;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;269
Troy Dye;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;270
Duke Ejiofor;LB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;271
Ukeme Eligwe;LB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;272
Emmanuel Ellerbee;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;273
Nate Evans;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;274
Jordan Fehr;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;275
Jason Ferris;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;276
Romeo Finley;LB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;277
Leonard Floyd;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;278
Reuben Foster;LB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;279
Sam Franklin;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;280
DeMarquis Gates;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;281
Willie Gay Jr.;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;282
Cam Gill;LB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;283
Jordan Glasgow;LB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;284
Najee Goode;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;285
Frankie Griffin;LB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;286
Jonas Griffith;LB;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;287
Bryce Hager;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;288
Nate Hall;LB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;289
Terez Hall;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;290
Terrill Hanks;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;291
Chase Hansen;LB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;292
Darius Harris;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;293
De'Jon Harris;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;294
Nigel Harris;LB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;295
Malik Harrison;LB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;296
Jeff Holland;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;297
John Houston;LB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;298
Khaleke Hudson;LB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;299
Mike Hull;LB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;300
Jordan Jenkins;LB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;301
Anfernee Jennings;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;302
Jan Johnson;LB;HOU;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;303
Kylan Johnson;LB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;304
Clay Johnston;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;305
Vosean Joseph;LB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;306
Colton Jumper;LB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;307
Mychal Kendricks;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;308
Brandon King;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;309
Micah Kiser;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;310
Christian Kuntz;LB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;311
Deon Lacey;LB;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;312
Darron Lee;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;313
Leo Lewis;LB;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;314
Terrell Lewis;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;315
Bryan London;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;316
Steve Longa;LB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;317
Aaron Lynch;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;318
Blake Lynch;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;319
Jordan Mack;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;320
Cassh Maluia;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;321
Josh Martin;LB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;322
Kamal Martin;LB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;323
Kareem Martin;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;324
Clay Matthews;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;325
Albert McClellan;LB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;326
Pernell McPhee;LB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;327
Derrick Moncrief;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;328
Skai Moore;LB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;329
Kenneth Murray;LB;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;330
Corey Nelson;LB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;331
Hardy Nickerson;LB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;332
Jared Norris;LB;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;333
Alec Ogletree;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;334
Dante Olson;LB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;335
James Onwualu;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;336
Chris Orr;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;337
Donald Payne;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;338
Del'Shawn Phillips;LB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;339
Jacob Phillips;LB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;340
Quentin Poling;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;341
Jachai Polite;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;342
Shaquille Quarterman;LB;JAX;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;343
Patrick Queen;LB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;344
Randy Ramsey;LB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;345
David Reese II;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;346
Greg Roberts;LB;GB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;347
Edmond Robinson;LB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;348
Dominique Ross;LB;NYG;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;349
Christian Rozeboom;LB;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;350
Chapelle Russell;LB;TB;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;351
Jake Ryan;LB;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;352
Christian Sam;LB;DET;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;353
Brady Sheldon;LB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;354
Isaiah Simmons;LB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;355
Aldon Smith;LB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;356
Emmanuel Smith;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;357
Josh Smith;LB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;358
Malcolm Smith;LB;DAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;359
Sutton Smith;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;360
Breeland Speaks;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;361
Marcel Spears Jr.;LB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;362
Julian Stanford;LB;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;363
Justin Strnad;LB;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;364
Terrell Suggs;LB;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;365
Pita Taumoepenu;LB;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;366
Adarius Taylor;LB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;367
Davion Taylor;LB;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;368
Manti Te'o;LB;NO;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;369
Sione Teuhema;LB;CAR;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;370
Kyahva Tezino;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;371
Josh Uche;LB;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;372
Nick Usher;LB;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;373
D'Andre Walker;LB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;374
Mykal Walker;LB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;375
Reggie Walker;LB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;376
Dekoda Watson;LB;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;377
Evan Weaver;LB;ARI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;378
Brandon Wellington;LB;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;379
Ray Wilborn;LB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;380
Jordan Williams;LB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;381
Jordan Williams;LB;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;382
Avery Williamson;LB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;383
Eric Wilson;LB;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;384
Logan Wilson;LB;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;385
Wesley Woodyard;LB;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;386
Paul Worrilow;LB;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;387
Trevon Young;LB;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;388
