PlayerName;Pos;Team;TacklesTot;TacklesAst;TacklesSck;TacklesTfl;TurnoverInt;TurnoverFrcFum;TurnoverFumRec;ScoreIntTd;ScoreFumTd;ScoreBlkTd;ScoreSaf;ScoreDef2ptRet;Blk;PDef;QBHit;ReturnIntYds;ReturnFumYds;TotalPoints;Rank
Calvin Taylor;DL;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;437
Darrell Taylor;DL;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;438
Nick Thurman;DL;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;439
Jay-Tee Tiuli;DL;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;440
Casey Toohill;DL;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;441
Josh Tupou;DL;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;442
Derrek Tuszka;DL;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;443
Kendal Vickers;DL;LV;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;444
Cameron Wake;DL;TEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;445
Cavon Walker;DL;PIT;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;446
Courtney Wallace;DL;NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;447
Tim Ward;DL;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;448
Broderick Washington;DL;BAL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;449
Curtis Weaver;DL;MIA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;450
Marcus Webb;DL;SEA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;451
Ethan Westbrooks;DL;SF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;452
Tershawn Wharton;DL;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;453
Jeffery Whatley;DL;CLE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;454
Kevin Wilkins;DL;FA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;455
Kenny Willekes;DL;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;456
Chris Williams;DL;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;457
Jonah Williams;DL;LA;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;458
Raequan Williams;DL;PHI;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;459
Sylvester Williams;DL;LAC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;460
Xavier Williams;DL;KC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;461
Rob Windsor;DL;IND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;462
Billy Winn;DL;DEN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;463
D.J. Wonnum;DL;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;464
Jonathan Woodard;DL;BUF;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;465
Kerry Wynn;DL;CIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;466
Eddie Yarbrough;DL;MIN;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;467
Bryson Young;DL;ATL;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;468
Chase Young;DL;WAS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;469
Jabari Zuniga;DL;NYJ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.00;470
